user_id,answer_count
1161,12
1162,1
1171,1
1173,2
1177,32
1179,3
1181,1
1182,1
1184,1
1187,1
1191,1
1195,1
1197,11
1199,1
1200,1
1203,1
1204,2336
1205,10
1206,7
1207,1
1209,1
1214,1
1215,4
1218,4
1220,1
1221,4
1223,6
1224,1
1225,1
1236,14
1237,1
1238,1
1239,2
1240,19
1241,2
1245,19
1250,1
1254,139
1256,72
1258,2
1260,3
1261,1
1262,2
1271,1
1280,1
1281,1
1282,2
1285,1
1287,5
1293,9
1294,1
1298,90
1301,6
1303,3
1306,25
1309,2
1312,7
1313,1
1314,1
1315,1
1320,39
1321,2
1324,105
1325,15
1326,7
1327,11
1328,7
1335,5
1338,8
1340,8
1341,1
1342,1
1343,256
1345,5
1350,10
1351,8
1352,586
1353,9
1354,6
1355,1
1357,3
1360,7
1362,73
1364,12
1366,1
1368,5
1369,1
1373,15
1374,1
1376,1
1381,4
1383,11
1384,29
1385,2
1388,3
1395,2
1396,1
1397,3
1398,1
1401,3
1402,6
1403,5
1411,6
1416,3
1418,4
1420,2
1421,2
1422,3
1425,1
1426,3
1427,16
1431,3
1433,2
1434,2
1435,5
1444,7
1447,1
1451,1
1454,14
1455,3
1456,1
1457,1
1458,26
1463,8
1464,2
1466,1
1467,2
1468,111
1470,1
1474,5
1476,15
1479,2
1480,4
1482,1
1483,4
1484,2
1485,2
1486,2
1487,1
1489,1
1490,4
1492,5
1495,6
1496,2
1500,2
1502,2
1503,6
1508,9
1510,1
1512,50
1515,1
1516,1
1517,4
1521,115
1522,2
1525,15
1534,2
1539,23
1540,1
1541,1
1545,5
1548,2
1549,1
1553,1
1554,256
1560,4
1562,1
1564,1
1566,1
1571,18
1572,3
1573,2
1574,1
1577,35
1579,2
1586,1
1590,1
1591,1
1596,6
1601,1
1603,1
1608,2
1609,6
1611,1
1612,1
1618,1
1620,1
1622,2
1625,19
1626,80
1627,1
1628,1
1629,2
1633,1
1635,2
1640,2
1641,2
1642,9
1644,1
1649,1
1650,1
1652,3
1654,27
1655,3
1663,1
1664,1
1668,5
1670,1
1674,1
1681,10
1683,113
1685,3
1690,2
1696,101
1697,7
1698,7
1704,4
1707,22
1710,1
1712,11
1716,1
1719,1
1721,2
1724,14
1725,34
1727,1
1732,8
1738,2
1739,1
1747,15
1748,5
1750,3
1755,4
1760,2
1763,3
1767,73
1773,7
1777,3
1783,2
1785,15
1786,3
1788,69
1789,6
1790,7
1791,3
1792,2
1795,1
1796,2
1797,2
1801,1
1803,1
1804,13
1806,3
1808,2
1809,1
1810,1
1813,30
1825,1
1829,1
1833,1
1834,3
1836,2
1838,1
1840,3
1843,31
1845,5
1850,2
1852,47
1855,1
1858,1
1860,30
1861,1
1865,49
1870,2
1875,3
1877,1
1878,1
1880,2
1886,4
1887,1
1888,1
1893,1
1894,21
1895,1
1896,12
1898,1
1905,3
1908,1
1912,1
1916,3
1918,1
1920,3
1921,115
1922,9
1923,9
1925,1
1928,65
1929,112
1931,5
1934,2
1935,3
1936,3
1939,1
1941,1
1944,1
1946,1
1948,13
1949,7
1951,1
1954,1
1955,1
1958,10
1961,27
1964,1
1965,6
1968,19
1969,3
1972,3
1973,69
1974,1
1977,5
1978,1
1984,1
1993,1
1996,161
1997,5
2000,1
2001,3
2004,1
2006,1
2010,1
2012,2
2016,1
2017,1
2018,2
2021,182
2026,14
2030,1
2032,3
2033,1
2035,7
2040,1
2044,12
2046,2
2048,2
2051,6
2052,2
2055,2
2058,1
2060,1
2061,1
2063,111
2073,5
2074,1
2076,1
2078,3
2083,1
2091,1
2093,3
2097,1
2099,3
2104,1
2106,1
2107,115
2114,6
2115,5
2117,3
2120,2
2121,1
2122,1
2124,4
2126,1
2127,2
2129,9
2131,1
2135,2
2140,1
2142,3
2152,1
2157,1
2159,1
2160,1
2162,3
2163,4
2164,1
2168,1
2169,3
2180,5
2181,2
2182,3
2186,1
2188,3
2189,1
2191,2
2193,10
2195,2
2197,1
2198,2
2199,2
2202,1
2206,2
2207,1
2210,38
2213,1
2217,2
2222,2
2224,1
2226,6
2227,1
2232,1
2234,75
2238,4
2242,2
2243,2
2248,5
2260,21
2261,2
2262,9
2264,3
2268,3
2272,2
2273,1
2274,33
2276,20
2278,1
2279,9
2280,1
2281,1
2282,3
2286,8
2288,4
2292,2
2294,12
2296,16
2297,50
2300,7
2301,13
2304,1
2305,109
2310,1
2313,14
2314,125
2325,1
2326,10
2327,12
2328,3
2329,54
2331,1
2332,1
2335,4
2337,1
2340,6
2344,258
2345,1
2346,1
2347,7
2348,4
2351,1
2352,1
2353,4
2355,13
2356,7
2357,4
2359,136
2365,23
2366,62
2380,4
2387,1
2388,1
2389,1
2390,1
2391,2
2392,1
2395,6
2397,7
2402,1
2403,3
2405,1
2406,41
2407,1
2409,1
2410,1
2412,2
2413,1
2414,1
2416,7
2417,1
2420,1
2428,2
2429,242
2431,58
2434,2
2435,8
2439,122
2441,1
2446,5
2447,2
2448,3
2449,5
2456,3
2457,1
2459,5
2461,1
2463,1
2467,1
2471,93
2472,1
2476,1
2480,1
2481,1
2485,2
2486,4
2487,1
2489,7
2490,1
2492,2
2493,3
2498,7
2504,1
2505,20
2506,1
2509,81
2515,6
2517,2
2518,6
2527,3
2528,53
2529,2
2533,2
2534,2
2536,9
2539,5
2545,2
2548,1
2550,140
2553,2
2554,14
2555,5
2557,6
2558,3
2559,1
2562,1
2566,1
2568,6
2575,2
2577,1
2582,3
2583,3
2585,1
2586,1
2587,1
2588,1
2592,37
2594,5
2595,1
2598,2
2605,2
2606,1
2612,1
2613,2
2616,13
2617,1
2618,5
2620,58
2623,1
2624,2
2626,15
2636,1
2638,26
2641,4
2643,7
2649,5
2651,1
2652,1
2654,154
2656,7
2657,14
2659,1
2662,1
2663,1
2671,7
2673,66
2688,1
2689,1
2692,1
2696,2
2706,10
2710,1
2715,1
2717,3
2719,3
2722,61
2725,2
2734,5
2743,2
2752,15
2757,2
2758,1
2762,6
2766,1
2767,9
2780,1
2786,1
2789,2
2796,1
2802,13
2815,12
2816,1
2820,7
2829,3
2830,1
2833,2
2835,3
2839,6
2840,2
2848,3
2849,6
2851,2
2852,21
2856,1
2857,1
2862,2
2863,1
2864,1
2874,3
2876,1
2884,1
2888,1
2892,2
2893,1
2894,5
2896,1
2898,1
2900,1
2902,6
2907,2
2910,5
2911,15
2913,8
2916,4
2917,5
2918,2
2926,4
2927,2
2928,2
2929,1
2931,1
2936,3
2937,1
2938,1
2940,1
2942,4
2947,6
2949,1
2951,1
2953,1
2954,1
2955,1
2958,1
2960,2
2963,5
2964,1
2970,1
2972,2
2975,1
2977,1
2980,2
2983,44
2984,1
2990,1
2994,1
3005,6
3008,1
3010,12
3011,16
3018,3
3022,1
3028,4
3031,2
3035,1
3041,1
3042,1
3043,1
3044,21
3045,1
3047,9
3049,2
3054,1
3057,1
3063,5
3064,2
3066,1
3073,10
3078,1
3080,3
3081,2
3082,8
3083,1
3084,10
3087,1
3088,1
3089,1
3091,2
3092,9
3096,1
3102,18
3103,1
3107,3
3109,2
3110,1
3111,10
3114,13
3119,31
3122,10
3123,1
3124,76
3125,3
3126,4
3128,1
3132,1
3134,2
3137,1
3138,9
3139,1
3140,1
3141,1
3143,1
3145,1
3148,31
3149,1
3151,2
3158,1
3167,1
3170,6
3171,13
3183,1
3184,80
3185,4
3187,1
3189,2
3191,7
3199,6
3203,2
3207,1
3208,1
3211,2
3214,1
3220,1
3223,67
3225,5
3226,1
3228,4
3229,6
3231,2
3236,1
3239,11
3240,3
3244,2
3248,2
3249,167
3250,6
3260,1
3262,27
3264,6
3265,22
3266,2
3267,3
3269,1
3270,5
3271,2
3274,1
3275,1
3278,14
3284,1
3285,1
3287,4
3289,52
3294,1
3298,1
3299,1
3300,4
3306,4
3307,8
3309,135
3310,1
3311,2
3313,1
3314,4
3316,1
3318,1
3321,1
3327,1
3329,15
3340,1
3342,1
3349,3
3354,3
3355,1
3359,1
3360,11
3363,2
3368,1
3369,3
3372,1
3374,2
3375,2
3377,18
3378,1
3382,7
3385,3
3386,1
3387,2
3388,1
3390,1
3391,2
3392,1
3396,3
3397,1
3398,1
3404,12
3407,1
3410,3
3411,8
3412,5
3414,47
3416,1
3418,4
3420,1
3421,7
3424,2
3426,9
3427,1
3430,1
3432,10
3439,13
3445,3
3446,18
3453,6
3455,1
3457,1
3459,1
3460,1
3461,1
3463,1
3468,1
3470,3
3473,6
3474,1
3485,1
3487,1
3490,12
3495,5
3516,3
3517,1
3520,1
3521,3
3526,5
3527,27
3528,4
3530,45
3531,1
3532,4
3534,3
3535,2
3541,1
3542,30
3543,14
3545,14
3546,8
3548,4
3549,2
3550,1
3552,4
3554,3
3558,1
3561,4
3563,4
3565,1
3566,10
3567,1
3577,1
3580,1
3581,1
3582,1
3583,3
3586,7
3588,1
3590,3
3594,1
3597,1
3601,1
3604,1
3605,3
3608,3
3611,17
3613,4
3623,1
3624,8
3627,1
3629,2
3630,1
3631,178
3635,29
3636,1
3640,1
3644,2
3645,9
3646,1
3650,23
3656,1
3660,33
3662,2
3664,4
3666,11
3668,6
3671,1
3672,2
3673,1
3674,23
3675,1
3682,6
3683,2
3684,20
3686,1
3688,8
3689,4
3690,4
3694,2
3697,13
3698,2
3704,4
3707,19
3708,3
3709,1
3712,35
3713,17
3714,6
3717,1
3721,3
3725,1
3726,1
3728,1
3730,3
3732,7
3733,92
3734,1
3735,1
3738,1
3741,3
3745,1
3747,1
3748,8
3750,1
3754,15
3755,13
3757,3
3758,2
3762,423
3763,1
3764,34
3766,2
3767,1
3769,5
3770,2
3772,4
3776,1
3781,2
3784,11
3785,1
3786,23
3787,30
3789,2
3790,31
3792,141
3795,5
3796,2
3801,9
3806,3
3807,9
3809,1
3814,7
3817,6
3819,21
3823,1
3826,24
3828,1
3834,3
3835,1
3836,14
3837,1
3842,14
3844,1
3845,1
3849,1
3850,1
3852,226
3859,1
3862,3
3867,1
3869,10
3871,1
3872,1
3873,7
3880,2
3881,3
3883,1
3884,11
3890,4
3896,2
3898,2
3900,1
3901,1
3906,2
3907,12
3908,1
3911,1
3913,1
3914,1
3915,21
3917,41
3919,2
3920,1
3921,4
3922,25
3923,2
3925,1
3928,8
3937,1
3939,11
3941,10
3946,5
3949,2
3950,1
3952,2
3954,1
3955,2
3956,4
3963,36
3965,1288
3966,24
3968,1
3970,1
3971,1
3973,3
3975,4
3980,1
3982,1
3986,1
3991,13
3993,4
3995,1
3998,2
4000,2
4006,3
4007,1
4008,7
4009,2
4011,1
4012,4
4013,2
4015,2
4016,1
4022,1
4025,1
4027,120
4028,1
4030,1
4032,5
4041,25
4042,3
4045,1
4046,4
4047,1
4049,3
4052,1
4056,1
4057,4
4058,1
4059,1
4061,1
4062,1
4063,3
4064,1
4070,8
4071,4
4073,1
4080,1
4082,11
4085,1
4087,2
4089,1
4091,98
4092,1
4094,2
4099,21
4103,1
4106,1
4109,5
4110,1
4111,2
4112,3
4113,2
4115,5
4116,3
4117,3
4121,2
4122,2
4124,1
4125,1
4127,102
4128,14
4130,1
4132,2
4133,1
4134,1
4138,1
4139,17
4152,4
4154,1
4162,1
4164,1
4168,3
4171,8
4174,1
4180,1
4182,2
4183,1
4185,2
4192,2
4193,1
4194,2
4195,5
4198,1
4202,8
4204,1
4205,4
4212,1
4213,1
4214,9
4217,113
4219,17
4222,9
4226,3
4230,1
4232,1
4233,1
4234,5
4235,3
4236,1
4237,2
4246,1
4248,2
4250,7
4251,43
4252,1
4253,1
4254,1
4260,6
4261,9
4265,9
4270,1
4272,1
4273,1
4274,1
4275,1
4277,2
4278,7
4280,20
4282,1
4283,1
4285,15
4287,1
4289,3
4298,2
4303,6
4304,2
4306,1
4307,1
4313,1
4314,4
4316,21
4317,2
4319,5
4326,1
4327,403
4328,2
4330,14
4331,11
4332,1
4334,5
4335,49
4336,11
4338,7
4339,2
4344,2
4346,2
4351,11
4354,5
4356,1
4359,1
4360,2
4362,4
4363,3
4365,112
4366,1
4367,4
4368,29
4375,1
4376,3
4378,7
4387,5
4389,3
4392,1
4396,4
4397,5
4400,2
4402,2
4403,5
4409,1
4411,1
4412,1
4416,1
4421,5
4422,10
4423,1
4428,2
4429,2
4430,1
4432,5
4434,1
4435,7
4436,5
4438,2
4441,6
4442,2
4443,1
4444,20
4447,1
4451,1
4453,2
4457,1
4458,8
4459,17
4462,4
4463,3
4465,2
4469,9
4471,3
4472,4
4473,1
4475,2
4477,1
4478,8
4481,1
4482,3
4484,17
4485,2
4489,6
4493,1
4497,1
4499,6
4502,1
4503,2
4505,2
4509,2
4512,5
4514,1
4516,3
4517,3
4520,1
4522,9
4523,1
4526,14
4529,2
4533,4
4534,18
4536,3
4537,1
4541,2
4552,2
4553,15
4564,1
4572,73
4573,1
4582,3
4584,1
4585,1
4594,1
4595,4
4598,2
4603,35
4604,1
4605,1
4607,1
4609,3
4611,2
4612,1
4613,1
4623,66
4626,18
4628,1
4630,11
4636,1
4637,1
4642,74
4643,5
4662,20
4664,1
4667,1
4669,4
4670,11
4676,12
4677,1
4680,2
4682,1
4687,5
4688,28
4689,2
4690,3
4691,1
4693,1
4697,4
4700,2
4701,2
4703,1
4705,1
4711,3
4712,1
4722,34
4723,7
4727,1
4728,1
4730,5
4732,1
4736,2
4738,4
4750,1
4752,17
4753,3
4755,9
4757,8
4759,20
4760,1
4763,2
4765,5
4766,10
4767,303
4768,1
4771,10
4774,1
4777,1
4784,9
4787,1
4788,1
4792,4
4793,3
4795,1
4796,1
4797,1
4798,3
4801,1
4802,3
4805,1
4811,2
4814,1
4815,2
4816,2
4817,8
4819,22
4822,3
4826,1
4828,146
4832,9
4834,1
4835,1
4839,1
4843,1
4847,2
4848,12
4850,10
4852,6
4853,124
4854,361
4859,1
4873,6
4874,4
4877,1
4879,2
4881,15
4882,2
4884,7
4885,1
4886,2
4887,34
4890,5
4891,1
4898,11
4902,1
4903,74
4906,17
4909,90
4910,19
4912,1
4922,2
4926,2
4928,7
4929,1
4930,78
4939,1
4942,18
4943,1
4944,1
4947,2
4949,30
4954,2
4960,10
4961,6
4964,1
4966,23
4970,5
4971,11
4974,1
4980,4
4982,41
4989,3
4994,3
4996,1
4999,1
5000,5
5007,2
5010,11
5011,1
5014,2
5016,1
5021,22
5022,1
5024,32
5026,8
5030,31
5034,1
5036,1
5038,2
5039,39
5042,2
5044,25
5045,1
5048,18
5049,1
5050,32
5051,1
5053,2
5054,1
5056,2
5057,2
5059,1
5064,84
5066,2
5068,7
5069,4
5070,2
5071,1
5072,1
5084,96
5089,1
5090,2
5094,4
5095,149
5099,872
5104,1
5108,1
5109,42
5115,1
5116,3
5117,2
5118,1
5123,5
5131,4
5136,4
5138,1
5140,1
5146,7
5148,17
5149,58
5150,1
5151,1
5152,3
5157,2
5158,1
5160,1
5167,16
5168,2
5169,2
5170,1
5176,2
5178,37
5179,13
5184,46
5185,56
5194,2
5195,1
5197,2
5199,3
5205,1
5213,15
5215,4
5216,1
5218,2
5220,1
5230,1
5231,1
5233,1
5238,1
5240,13
5241,1
5245,3
5260,12
5262,1
5274,1
5279,4
5280,2
5283,42
5285,8
5286,5
5288,2
5290,1
5292,2
5293,2
5298,2
5299,5
5300,2
5302,4
5307,1
5308,1
5309,2
5313,1
5319,14
5323,7
5327,1
5332,7
5337,1
5338,3
5344,1
5346,1
5348,1
5349,1
5351,6
5353,2
5354,2
5355,1
5361,2
5362,5
5364,1
5365,2
5366,7
5375,32
5376,1
5378,1
5380,5
5384,1
5385,14
5386,1
5388,3
5391,4
5396,2
5397,16
5400,8
5401,9
5402,16
5403,1
5404,22
5405,2
5406,1
5409,1
5414,2
5415,4
5422,3
5425,3
5426,1
5433,19
5435,3
5440,3
5441,1
5443,2
5445,2
5446,3
5447,3
5450,1
5452,1
5453,1
5460,1
5461,6
5462,2
5463,1
5464,2
5465,5
5466,1
5469,2
5470,3
5472,1
5475,1
5476,3
5480,1
5484,2
5485,6
5486,10
5487,2
5491,1
5492,1
5493,10
5497,4
5499,3
5500,4
5502,2
5505,24
5507,1
5510,3
5512,260
5516,30
5520,1
5525,4
5526,5
5531,2
5532,1
5536,7
5540,1
5545,4
5546,2
5547,12
5555,89
5557,2
5558,2
5564,6
5570,16
5575,1
5576,1
5578,1
5582,2
5586,1
5592,7
5594,21
5600,1
5602,12
5603,2
5604,1
5605,2
5608,2
5610,1
5611,2
5612,1
5615,2
5616,1
5621,84
5624,4
5631,1
5633,1
5635,26
5636,2
5637,1
5642,4
5643,1
5644,1
5653,1
5654,1
5656,1
5659,1
5662,1
5663,5
5664,1
5665,2
5668,19
5677,10
5678,11
5680,1
5682,24
5692,162
5696,1
5698,1
5701,2
5703,2
5707,1
5708,1
5713,1
5715,11
5716,2
5717,4
5718,1
5719,26
5723,4
5730,1
5731,1
5736,9
5738,1
5739,2
5741,1
5743,1
5747,9
5756,1
5761,1
5768,1
5777,4
5780,1
5781,2
5784,2
5786,1
5792,4
5796,2
5802,4
5804,1
5808,1
5810,40
5813,1
5814,2
5817,3
5820,2
5821,2
5822,5
5824,1
5825,1
5826,3
5827,1
5828,11
5830,1
5832,7
5834,473
5835,1
5837,2
5840,1
5842,5
5843,1
5847,1
5858,1
5865,1
5866,1
5867,2
5869,2
5874,1
5877,19
5878,6
5879,4
5882,1
5902,12
5904,9
5905,33
5908,2
5911,1
5918,1
5924,1
5928,5
5932,2
5933,2
5934,10
5936,5
5938,3
5939,22
5940,3
5941,1
5945,1
5952,1
5954,2
5956,2
5958,2
5961,1
5967,1
5968,7
5971,1
5972,5
5974,2
5983,78
5987,1
5988,1
5990,5
5991,1
5992,2
5997,1
6001,7
6005,2
6007,9
6013,3
6014,1
6016,1
6018,1
6028,4
6036,1
6041,1
6045,2
6054,4
6057,2
6059,55
6061,2
6066,1
6073,1
6078,1
6086,2
6094,1
6095,1
6102,2
6104,7
6105,1
6109,3
6112,17
6118,22
6122,19
6127,3
6129,1
6135,1
6137,1
6139,9
6140,1
6145,42
6147,3
6153,2
6159,1
6163,2
6166,1
6167,5
6168,2
6177,26
6178,2
6180,12
6181,1
6184,2
6199,1
6200,2
6204,3
6208,2
6211,1
6212,5
6218,2
6221,14
6222,48
6231,1
6232,1
6234,1
6236,1
6239,1
6240,1
6246,4
6250,1
6253,1
6254,1
6258,4
6261,1
6267,1
6269,1
6272,1
6273,2
6279,124
6281,5
6283,1
6285,1
6287,39
6294,130
6295,2
6296,3
6300,17
6304,1
6306,3
6309,1
6311,2
6314,15
6316,1
6318,2
6320,1
6322,2
6325,1
6328,30
6329,66
6330,5
6332,1
6335,6
6337,6
6339,1
6342,8
6363,2
6365,5
6366,5
6370,1
6372,5
6373,1
6374,1
6377,1
6378,4
6381,1
6383,1
6384,50
6385,57
6386,7
6390,178
6391,1
6393,65
6394,1
6398,21
6402,21
6403,9
6404,1
6414,4
6415,176
6419,11
6420,86
6421,2
6423,8
6424,2
6425,21
6426,65
6427,3
6430,6
6431,5
6432,8
6433,5
6434,1
6440,11
6447,1
6450,5
6452,1
6457,15
6458,1
6465,1
6466,1
6473,3
6474,1
6479,4
6481,2
6482,3
6483,1
6486,1
6487,1
6488,3
6491,3
6492,1
6493,1
6494,1
6495,3
6498,3
6499,1
6503,3
6504,1
6505,119
6507,1
6509,324
6510,2
6513,3
6514,2
6516,14
6518,4
6523,1
6524,5
6525,5
6527,3
6537,1
6541,1
6550,1
6555,1
6559,45
6560,3
6561,1
6564,38
6571,1
6574,1
6575,1
6579,25
6581,2
6582,17
6586,335
6588,3
6591,157
6594,3
6597,2
6600,2
6601,1
6605,1099
6610,7
6611,7
6617,310
6618,2
6619,6
6620,1
6621,41
6623,1
6630,6
6631,3
6639,39
6640,1
6644,197
6651,1
6653,4
6654,1
6659,6
6664,15
6667,1
6669,12
6673,4
6675,1
6676,2
6677,11
6678,1
6683,2
6689,2
6693,2
6695,86
6697,7
6698,1
6699,4
6702,1
6703,1
6706,1
6707,1
6709,2
6710,1
6711,2
6718,29
6720,12
6724,2
6725,1
6727,1
6735,55
6742,6
6743,2
6744,5
6745,1
6747,1
6748,1
6749,1
6755,3
6757,1
6758,11
6759,2
6760,1
6770,8
6775,1
6783,2
6795,36
6798,3
6801,76
6802,3
6804,1
6807,1
6810,5
6814,1
6815,2
6816,1
6822,9
6825,10
6828,1
6830,3
6834,1
6836,6
6839,2
6843,4
6847,15
6848,1
6854,16
6861,16
6863,2
6864,3
6865,1
6866,1
6867,1
6869,3
6870,100
6877,12
6883,39
6884,1
6885,9
6886,1
6887,1
6889,2
6891,14
6892,1
6894,8
6901,7
6904,2
6908,1
6909,173
6911,1
6912,7
6913,3
6914,3
6916,1
6917,1
6919,1
6920,5
6924,2
6925,1
6926,3
6928,1
6932,1
6934,2
6938,2
6940,6
6941,1
6944,20
6945,1
6946,1
6947,27
6951,35
6952,3
6960,1
6961,1
6967,317
6968,1
6969,2
6974,3
6975,2
6978,2
6980,2
6981,1
6985,1
6988,1
6989,5
6997,4
6998,1
7006,2
7007,79
7009,2
7013,1
7022,4
7024,1
7026,3
7029,1
7032,2
7034,6
7035,2
7038,13
7039,1
7041,6
7042,29
7043,155
7045,2
7048,41
7064,1
7065,1
7067,2
7073,6
7077,1
7080,72
7083,57
7086,2
7089,2
7092,8
7094,2
7098,7
7102,5
7103,1
7104,1
7105,1
7110,3
7112,1
7116,2
7117,1
7118,2
7119,7
7123,1
7144,1
7145,1
7146,83
7160,14
7161,1
7167,185
7169,2
7178,5
7180,1
7181,1
7183,1
7184,9
7195,1
7203,12
7213,3
7217,19
7222,9
7223,4
7226,3
7227,1
7237,1
7243,19
7250,3
7251,1
7256,1
7258,2
7262,10
7268,22
7270,9
7272,1
7274,11
7276,1
7279,2
7284,2
7285,1
7289,15
7290,1
7293,1
7298,1
7304,2
7305,6
7308,1
7313,10
7314,1
7315,7
7320,2
7323,7
7325,1
7327,1
7330,1
7336,6
7340,2
7350,2
7353,1
7356,2
7360,9
7361,1
7363,2
7368,1
7369,8
7370,1
7373,1
7376,1
7379,2
7380,47
7386,1
7388,4
7390,4
7393,1
7397,3
7398,3
7408,1
7409,2
7415,1
7416,3
7418,1
7422,816
7424,6
7426,58
7427,69
7428,10
7430,1
7431,10
7433,49
7434,14
7439,4
7441,6
7444,1
7446,6
7451,1
7452,2
7454,107
7456,10
7457,2
7458,1
7460,3
7464,1
7466,1
7468,2
7470,4
7475,1
7478,3
7482,9
7485,2
7489,1
7494,3
7498,1
7499,7
7500,3
7503,2
7504,1
7506,12
7508,4
7509,3
7510,1
7513,1
7514,2
7518,1
7519,186
7521,2
7522,1
7525,1
7529,1
7533,1
7536,3
7541,6
7544,1
7545,1
7557,1
7561,1
7564,2
7566,2
7567,5
7572,1
7575,188
7585,8
7587,2
7588,1
7590,1
7592,1
7594,2
7606,1
7609,1
7610,6
7611,1
7614,1
7620,1
7626,4
7629,10
7634,16
7641,10
7644,2
7646,4
7649,19
7654,14
7656,1
7664,3
7669,1
7671,1
7675,2
7682,5
7684,6
7685,5
7686,3
7689,10
7692,2
7693,8
7695,1
7698,3
7700,1
7702,1
7703,3
7705,15
7706,47
7708,1
7715,2
